EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition,TenureToIncomeRatio,SatisfactionScore
8628,28,Male,Married,Master,Operations,Supply Chain Analyst,5.6,2.2,2,8799,1,3,2,1,4,No,7.7,3,3,1,0.6364359586316627,1.75
8629,36,Male,Single,Master,Finance,Finance Manager,8.1,2.1,2,12005,2,4,2,1,4,Yes,17.8,3,0,1,0.6747188671386921,2.25
8630,31,Female,Single,Bachelor,Operations,Logistics Coordinator,2.4,2.4,1,5998,1,2,4,4,2,No,1.9,2,2,1,0.4001333777925975,2.75
8631,37,Male,Married,Bachelor,HR,HR Business Partner,1.5,1.5,1,6850,2,3,3,1,3,No,2.3,1,5,0,0.21897810218978103,2.25
8632,39,Female,Married,PhD,Finance,Financial Analyst,2.9,2.6,2,13469,3,4,4,1,3,No,10.9,0,1,1,0.21530922859900511,3.0
8633,45,Male,Married,Bachelor,Finance,Finance Manager,5.9,1.0,0,9962,1,4,4,1,4,Yes,9.4,3,6,0,0.5922505520979724,2.5
8634,36,Male,Single,High School,Operations,Operations Manager,4.4,2.6,2,5262,1,1,4,3,4,Yes,12.7,3,6,1,0.8361839604713038,2.25
8635,50,Male,Married,Master,Operations,Supply Chain Analyst,5.1,1.4,0,7598,3,1,4,3,3,No,12.7,3,1,1,0.6712292708607528,2.75
8636,48,Male,Married,High School,Operations,Operations Manager,3.2,2.1,1,4521,1,4,2,2,2,No,9.4,2,6,1,0.7078080070780801,2.25
8637,25,Female,Single,Master,Operations,Logistics Coordinator,3.0,1.0,2,7010,3,1,4,1,3,Yes,4.6,1,5,1,0.42796005706134094,2.25
8638,24,Male,Divorced,High School,HR,HR Manager,2.0,1.0,1,3998,3,2,1,3,3,Yes,13.0,2,4,1,0.5002501250625312,2.25
8639,59,Male,Married,Master,Finance,Finance Manager,0.5,0.5,0,11146,2,2,4,1,4,No,23.3,1,0,1,0.04485914229319935,2.25
8640,41,Female,Single,Bachelor,Sales,Sales Manager,2.9,2.4,0,7234,2,2,2,1,3,No,8.3,0,1,1,0.4008847110865358,1.75
8641,27,Male,Married,Bachelor,Finance,Accountant,4.7,2.8,0,8437,1,2,2,4,3,Yes,12.8,0,6,1,0.5570700485954724,2.25
8642,23,Male,Divorced,Bachelor,HR,HR Manager,1.0,1.0,1,6740,3,4,2,4,4,No,6.0,1,6,0,0.14836795252225518,3.25
8643,39,Male,Single,High School,Finance,Financial Analyst,17.0,4.1,0,9414,2,4,2,3,3,No,16.3,0,3,0,1.8058211174845975,2.75
8644,54,Female,Divorced,Bachelor,HR,HR Business Partner,5.1,0.8,0,5966,1,3,4,3,3,Yes,10.9,2,1,1,0.8548441166610794,2.75
8645,30,Female,Single,Bachelor,Finance,Accountant,8.0,4.0,8,11077,1,1,1,2,4,No,3.7,0,1,1,0.7222172068249526,1.25
8646,31,Female,Married,Bachelor,Operations,Operations Manager,6.1,1.2,2,6467,2,3,4,4,1,No,10.5,0,4,0,0.9432503479202103,3.25
8647,28,Female,Married,Bachelor,Finance,Accountant,6.0,4.2,2,10835,3,3,4,3,4,No,4.6,2,6,0,0.5537609598523303,3.25
8648,30,Female,Single,Bachelor,Operations,Supply Chain Analyst,8.0,0.6,0,6781,4,2,3,2,2,No,15.4,1,5,1,1.1797669960182864,2.75
8649,29,Male,Married,Bachelor,HR,HR Manager,7.0,3.0,7,7335,2,4,3,3,3,No,9.7,4,6,1,0.9543285616905249,3.0
8650,44,Male,Single,Master,IT,Software Engineer,6.6,4.4,0,12485,4,4,2,4,3,No,20.3,1,5,0,0.5286343612334802,3.5
8651,55,Female,Married,High School,HR,HR Business Partner,4.1,1.5,1,5062,2,2,3,1,3,No,5.9,2,0,1,0.8099565389174238,2.0
8652,28,Female,Married,Master,Finance,Accountant,6.0,0.7,6,10637,2,3,3,2,2,No,2.0,3,4,1,0.5640688163956002,2.5
8653,51,Male,Single,Master,HR,HR Business Partner,4.9,2.8,4,8831,1,2,1,2,3,Yes,14.8,0,3,1,0.5548635488619637,1.5
8654,33,Male,Married,Master,HR,Recruiter,2.6,2.6,1,7952,3,1,2,4,3,No,5.7,1,5,1,0.3269617706237425,2.5
8655,45,Male,Divorced,Bachelor,HR,HR Business Partner,9.4,2.3,3,7213,2,3,3,1,3,No,8.0,1,2,1,1.3032025509496743,2.25
8656,48,Male,Single,Bachelor,HR,Recruiter,1.8,0.6,1,5731,3,3,4,2,2,No,3.5,1,5,1,0.31408131216192636,3.0
8657,52,Male,Single,Bachelor,Finance,Finance Manager,13.8,3.6,2,10497,1,3,4,3,3,No,2.4,1,3,1,1.3146613318090883,2.75
8658,42,Male,Married,Bachelor,HR,HR Manager,3.2,1.3,2,3779,4,1,3,3,1,No,24.4,2,4,0,0.846784863720561,2.75
8659,49,Female,Single,Master,Sales,Sales Manager,10.1,1.3,0,10440,1,3,2,3,3,Yes,5.6,2,3,1,0.9674329501915709,2.25
8660,28,Male,Divorced,Master,Finance,Finance Manager,2.8,0.4,2,11402,3,1,4,1,4,No,20.3,2,5,1,0.2455709524644799,2.25
8661,41,Female,Single,Bachelor,HR,HR Manager,2.2,2.2,2,5137,1,4,2,2,3,No,9.0,1,6,1,0.42826552462526774,2.25
8662,56,Male,Divorced,Master,Finance,Financial Analyst,1.8,1.8,1,8693,4,4,4,3,1,Yes,18.9,0,3,1,0.20706315426204994,3.75
8663,48,Male,Married,Bachelor,HR,HR Business Partner,3.8,3.5,0,7956,1,1,2,3,4,No,3.4,2,1,1,0.4776269482151835,1.75
8664,41,Male,Married,High School,Operations,Supply Chain Analyst,2.5,1.6,0,4130,4,4,4,1,3,No,7.4,0,5,0,0.6053268765133172,3.25
8665,31,Male,Single,Master,HR,HR Business Partner,1.3,1.3,0,6935,1,1,2,3,2,No,6.7,1,1,1,0.18745493871665467,1.75
8666,57,Male,Single,Bachelor,Finance,Financial Analyst,2.8,2.8,2,8863,3,2,1,3,4,No,6.5,2,0,1,0.31592011734175784,2.25
8667,50,Female,Divorced,Bachelor,HR,Recruiter,5.4,3.6,0,6827,3,3,1,1,3,No,12.5,1,0,1,0.7909770030760217,2.0
8668,31,Male,Married,PhD,Finance,Accountant,4.6,1.8,3,15130,4,3,1,2,3,No,41.5,1,0,0,0.3040317250495704,2.5
8669,35,Female,Single,Bachelor,Sales,Sales Manager,3.7,0.9,2,6166,4,3,2,3,2,No,2.6,0,6,0,0.6000648718780409,3.0
8670,37,Female,Married,Bachelor,Finance,Accountant,5.4,1.8,2,9251,1,2,3,3,3,No,20.3,3,4,1,0.5837206788455302,2.25
8671,23,Female,Married,Bachelor,HR,Recruiter,1.0,0.6,0,5978,2,3,4,1,3,No,5.1,1,1,1,0.1672800267648043,2.5
8672,29,Female,Married,Master,IT,Data Scientist,7.0,3.4,1,12988,2,2,2,4,3,No,13.1,0,3,1,0.5389590391130274,2.5
8673,37,Female,Married,Bachelor,Operations,Operations Manager,9.7,3.9,0,5935,2,4,1,2,1,No,7.1,5,5,1,1.6343723673125525,2.25
8674,51,Female,Single,Bachelor,Operations,Logistics Coordinator,2.9,0.5,2,5576,3,1,3,4,2,No,6.4,0,5,1,0.5200860832137734,2.75
8675,50,Female,Married,Bachelor,IT,Product Manager,3.6,1.6,1,9646,4,2,1,2,3,No,6.2,2,6,0,0.3732116939664109,2.25
8676,26,Male,Married,Bachelor,Operations,Supply Chain Analyst,4.0,0.4,2,7934,4,2,1,2,4,No,13.4,1,2,0,0.5041593143433325,2.25
8677,47,Female,Single,Master,IT,DevOps Engineer,2.8,1.3,2,12200,4,4,3,3,4,No,24.1,1,4,0,0.22950819672131148,3.5
8678,39,Male,Married,Bachelor,Operations,Operations Manager,3.0,0.9,0,6631,3,3,1,1,3,No,20.4,1,6,1,0.4524204494043131,2.0
8679,46,Female,Divorced,Master,HR,HR Manager,3.1,0.6,3,6881,3,4,3,3,3,No,8.9,2,5,1,0.45051591338468244,3.25
8680,52,Male,Single,Bachelor,Sales,Sales Executive,7.5,5.8,1,8755,1,4,4,4,3,No,24.1,2,1,1,0.8566533409480296,3.25
8681,56,Male,Married,Bachelor,Finance,Financial Analyst,8.3,0.8,2,10079,4,2,4,3,4,No,3.3,2,0,1,0.8234943942851474,3.25
8682,56,Female,Single,Bachelor,HR,HR Business Partner,4.3,1.3,1,5268,1,4,4,4,2,No,7.9,2,4,1,0.8162490508731967,3.25
8683,24,Female,Divorced,Master,Operations,Operations Manager,2.0,2.0,0,7137,4,4,3,4,2,No,6.1,2,4,0,0.28022978842650975,3.75
8684,52,Female,Single,Bachelor,HR,HR Manager,5.1,3.4,1,6282,1,3,3,4,4,No,3.9,0,1,1,0.8118433619866284,2.75
8685,58,Female,Single,Bachelor,Finance,Financial Analyst,10.6,1.2,5,10519,2,2,1,4,3,No,20.0,1,2,0,1.0077003517444623,2.25
8686,49,Female,Married,Bachelor,Finance,Financial Analyst,4.1,4.1,4,8860,4,4,4,3,3,Yes,19.2,2,4,0,0.46275395033860045,3.75
8687,54,Male,Single,Master,Finance,Financial Analyst,3.2,2.9,2,12211,1,2,2,2,4,Yes,11.9,1,5,1,0.26205879944312505,1.75
8688,53,Male,Single,High School,IT,Product Manager,4.9,3.8,0,8759,3,4,4,4,4,Yes,6.2,2,3,1,0.5594245918483846,3.75
8689,51,Male,Married,Master,Operations,Supply Chain Analyst,4.8,0.6,3,8348,3,3,3,3,3,Yes,8.5,3,6,0,0.574988021082894,3.0
8690,45,Female,Single,Master,HR,HR Business Partner,3.3,1.8,3,7624,3,4,2,3,3,No,9.0,0,1,0,0.4328436516264428,3.0
8691,27,Male,Married,Bachelor,Operations,Logistics Coordinator,5.0,2.8,0,6609,3,1,4,1,2,No,4.0,2,5,1,0.7565441065214102,2.25
8692,57,Male,Single,Master,HR,HR Manager,11.1,2.4,1,9684,1,1,1,3,3,Yes,7.7,3,5,1,1.1462205700123915,1.5
8693,40,Male,Single,Master,IT,DevOps Engineer,11.0,5.1,0,15187,1,2,3,2,4,No,4.3,4,0,1,0.7243036807796142,2.0
8694,49,Female,Married,Master,Operations,Logistics Coordinator,7.3,1.4,1,9392,1,2,1,2,3,No,13.8,2,2,1,0.7772572402044293,1.5
8695,31,Male,Married,High School,HR,Recruiter,2.3,2.3,2,3986,2,2,3,3,2,Yes,12.2,2,2,1,0.5770195684897139,2.5
8696,29,Male,Married,PhD,HR,Recruiter,3.5,1.2,2,9272,1,2,1,3,3,No,8.0,2,2,1,0.37748058671268336,1.75
8697,24,Female,Divorced,Bachelor,Finance,Financial Analyst,2.0,2.0,0,8991,4,4,2,2,4,No,6.5,2,1,0,0.22244466688911135,3.0
8698,55,Male,Married,Master,Finance,Finance Manager,8.6,2.6,0,11402,1,1,1,1,3,No,3.0,0,5,0,0.7542536397123312,1.0
8699,42,Female,Married,Bachelor,HR,HR Business Partner,6.7,5.3,5,6548,2,3,4,3,3,No,3.1,4,1,1,1.0232131948686622,3.0
8700,37,Female,Single,Bachelor,Operations,Supply Chain Analyst,4.4,3.4,4,7570,4,4,2,2,4,No,16.2,1,5,0,0.5812417437252312,3.0
8701,43,Male,Single,Bachelor,IT,Software Engineer,3.2,1.2,2,9632,2,4,1,1,3,Yes,13.1,2,6,0,0.33222591362126247,2.0
8702,23,Male,Divorced,Master,Operations,Logistics Coordinator,1.0,1.0,0,7128,4,1,4,3,3,Yes,16.1,1,3,1,0.14029180695847362,3.0
8703,26,Female,Married,PhD,IT,Data Scientist,2.6,1.6,0,15467,4,2,3,3,4,No,8.7,0,5,0,0.16809982543479665,3.0
8704,32,Female,Married,PhD,Sales,Account Manager,5.6,0.8,3,11268,3,3,1,2,3,No,9.5,2,6,0,0.49698260560880364,2.25
8705,30,Female,Divorced,High School,Sales,Sales Executive,8.0,4.7,7,5937,1,3,4,3,2,No,9.2,2,6,1,1.3474818932120598,2.75
8706,38,Male,Married,Bachelor,Operations,Operations Manager,6.8,0.9,3,5606,3,2,1,3,2,No,6.8,2,2,1,1.2129860863360684,2.25
8707,26,Female,Single,High School,Sales,Account Manager,3.0,1.9,3,4415,2,4,1,4,2,No,8.8,1,4,0,0.6795016987542469,2.75
8708,40,Female,Divorced,Bachelor,Sales,Sales Executive,7.9,5.3,0,6991,2,3,1,1,3,No,22.2,2,5,1,1.130024316978973,1.75
8709,44,Female,Single,Master,HR,HR Manager,8.5,0.1,2,8898,1,2,4,4,4,No,13.2,1,1,1,0.9552708473814341,2.75
8710,58,Female,Single,Master,IT,Data Scientist,14.0,3.3,0,14352,2,4,3,3,3,Yes,19.4,1,3,1,0.975473801560758,3.0
8711,58,Female,Married,Master,HR,HR Manager,5.3,2.2,0,9468,2,4,3,4,4,No,11.9,2,5,1,0.5597803126320237,3.25
8712,30,Female,Single,PhD,Finance,Finance Manager,2.2,2.2,2,10748,1,4,1,1,2,No,12.6,1,1,1,0.20468924451060666,1.75
8713,43,Female,Married,Master,Finance,Financial Analyst,2.9,0.4,0,10013,3,3,2,4,3,No,7.4,0,3,1,0.2896234894636972,3.0
8714,53,Female,Single,Bachelor,Sales,Sales Executive,1.6,1.3,1,6736,4,3,1,3,4,No,10.9,1,5,0,0.23752969121140144,2.75
8715,32,Female,Single,Bachelor,Operations,Operations Manager,6.0,5.6,1,5728,1,3,2,4,1,No,15.3,2,6,0,1.047486033519553,2.5
8716,46,Male,Married,Bachelor,Sales,Sales Executive,6.5,1.1,0,7722,3,2,3,4,2,No,6.1,2,6,0,0.8417508417508417,3.0
8717,42,Female,Married,Bachelor,Operations,Logistics Coordinator,1.7,1.5,1,5688,4,1,1,1,3,No,15.5,1,1,1,0.2988748241912799,1.75
8718,23,Male,Single,High School,Sales,Account Manager,1.0,1.0,1,5396,3,4,4,3,3,No,6.4,1,5,1,0.18532246108228317,3.5
8719,32,Female,Married,Master,HR,HR Manager,7.0,0.9,0,8624,4,3,2,4,3,Yes,3.0,1,2,0,0.8116883116883117,3.25
8720,48,Female,Married,Bachelor,Finance,Finance Manager,9.0,3.2,1,10779,3,1,2,4,3,No,21.3,3,0,1,0.8349568605622043,2.5
8721,47,Female,Married,Master,HR,Recruiter,8.0,1.4,5,9632,2,1,4,3,3,Yes,3.5,1,6,1,0.8305647840531561,2.5
8722,29,Female,Divorced,PhD,HR,HR Manager,7.0,4.5,0,10447,1,1,1,3,4,No,15.9,0,4,1,0.6700488178424429,1.5
8723,38,Female,Single,Bachelor,HR,HR Business Partner,16.0,1.4,1,5967,4,2,3,3,1,Yes,6.3,0,5,1,2.6814144461203284,3.0
8724,44,Male,Married,High School,Operations,Logistics Coordinator,6.6,6.6,6,5849,1,3,2,4,3,No,7.0,2,4,0,1.1283980167550007,2.5
8725,48,Female,Married,Bachelor,IT,Data Scientist,3.7,0.2,2,8253,1,4,1,3,1,Yes,29.5,0,0,1,0.4483218223676239,2.25
8726,32,Female,Single,High School,HR,HR Manager,0.6,0.6,0,4954,1,1,2,2,3,No,15.9,1,4,1,0.12111425111021397,1.5
8727,42,Female,Married,Bachelor,Sales,Sales Executive,10.2,3.8,0,9077,2,2,3,1,4,No,4.3,0,3,1,1.123719290514487,2.0
8728,30,Male,Married,Master,IT,Data Scientist,2.0,2.0,0,11259,1,3,2,3,3,No,7.1,2,0,0,0.17763566924238386,2.25
8729,40,Male,Single,Bachelor,IT,Software Engineer,5.1,3.5,2,7404,2,1,3,2,1,No,2.2,2,5,1,0.6888168557536466,2.0
8730,30,Female,Divorced,High School,HR,HR Business Partner,5.6,5.1,3,4919,2,3,2,2,3,Yes,17.9,1,6,1,1.1384427729213256,2.25
8731,39,Female,Married,High School,Operations,Operations Manager,3.8,3.2,1,3267,4,2,2,4,1,No,13.8,1,1,1,1.1631466176920722,3.0
8732,34,Male,Single,Bachelor,Operations,Operations Manager,12.0,5.0,0,6791,3,3,4,2,2,No,8.1,0,4,1,1.7670446178766013,3.0
8733,57,Male,Married,Master,Operations,Logistics Coordinator,4.0,0.4,4,8516,3,1,2,3,3,No,3.2,0,4,1,0.4697040864255519,2.25
8734,51,Male,Married,Master,Operations,Operations Manager,4.1,0.7,2,8929,2,1,2,2,3,No,3.4,1,6,1,0.459177959457946,1.75
8735,58,Female,Married,PhD,IT,Product Manager,5.4,1.0,1,15589,3,4,2,1,3,Yes,6.7,3,6,1,0.3463981012252229,2.5
8736,31,Female,Married,High School,IT,Data Scientist,6.1,2.1,1,7722,4,3,4,1,3,No,3.0,1,4,0,0.7899507899507898,3.0
8737,42,Male,Married,Bachelor,Finance,Accountant,6.5,0.2,0,9786,3,2,1,3,3,No,1.7,3,3,0,0.6642141835274883,2.25
8738,50,Male,Married,Bachelor,Finance,Finance Manager,2.1,2.1,0,8354,2,2,2,2,3,No,14.9,2,2,1,0.251376586066555,2.0
8739,46,Male,Married,Bachelor,IT,Product Manager,2.3,2.3,1,9037,4,3,2,1,4,No,20.0,2,5,1,0.2545092397919663,2.5
8740,58,Female,Married,Bachelor,IT,DevOps Engineer,5.5,2.2,1,9523,1,3,1,1,2,Yes,12.3,0,3,1,0.5775490916727922,1.5
8741,41,Male,Divorced,High School,Operations,Supply Chain Analyst,9.0,2.7,1,6214,1,1,4,2,4,No,13.3,3,3,1,1.448342452526553,2.0
8742,27,Female,Married,Bachelor,Operations,Logistics Coordinator,5.0,1.1,0,6880,4,1,1,3,3,Yes,16.0,2,3,0,0.7267441860465116,2.25
8743,25,Female,Single,Bachelor,Operations,Logistics Coordinator,3.0,0.7,1,6351,3,3,2,4,3,No,7.6,1,4,0,0.4723665564478035,3.0
8744,51,Male,Single,PhD,Operations,Operations Manager,6.2,4.6,1,12242,4,3,4,4,4,Yes,2.7,0,2,0,0.5064531939225616,3.75
8745,34,Male,Single,Bachelor,IT,DevOps Engineer,8.5,3.7,4,12423,1,3,1,2,4,No,9.9,0,5,1,0.6842147629397086,1.75
8746,58,Female,Married,Master,HR,Recruiter,6.3,1.0,1,8645,1,4,2,4,3,Yes,3.0,0,3,0,0.728744939271255,2.75
8747,50,Male,Married,High School,Finance,Financial Analyst,6.1,0.7,0,6761,1,4,2,1,2,No,11.0,1,5,1,0.9022333974264162,2.0
8748,23,Male,Divorced,Master,Finance,Finance Manager,1.0,1.0,1,10509,1,3,3,2,3,No,6.0,0,5,1,0.09515653249595585,2.25
8749,59,Male,Married,Bachelor,HR,HR Business Partner,3.9,3.6,1,6513,2,4,2,4,3,Yes,8.6,1,4,1,0.5988023952095808,3.0
8750,36,Female,Married,Master,Sales,Sales Manager,7.5,1.7,0,10120,3,1,1,1,3,No,9.0,0,3,0,0.741106719367589,1.5
8751,51,Female,Single,PhD,IT,DevOps Engineer,11.7,7.2,1,18959,1,3,2,3,4,No,2.3,0,6,1,0.6171211561791233,2.25
8752,31,Female,Single,High School,Sales,Sales Manager,3.2,2.9,3,5909,4,1,2,2,4,No,2.0,1,0,0,0.5415467930275851,2.25
8753,36,Female,Single,Bachelor,Finance,Finance Manager,2.9,0.6,2,8821,3,1,3,1,4,Yes,9.9,2,3,1,0.32876091146128555,2.0
8754,51,Female,Married,Bachelor,HR,Recruiter,1.7,1.7,0,5859,4,4,3,1,2,Yes,11.7,1,3,1,0.29015190305512883,3.0
8755,25,Male,Single,PhD,HR,Recruiter,1.0,1.0,1,8917,1,1,3,2,3,Yes,3.2,1,5,1,0.112145340361108,1.75
8756,25,Female,Married,Bachelor,Operations,Supply Chain Analyst,3.0,0.9,2,6751,1,2,2,4,3,Yes,11.0,1,5,1,0.4443786105762109,2.25
8757,33,Male,Single,Master,IT,DevOps Engineer,3.6,2.1,0,11644,3,1,4,1,3,No,6.2,0,3,1,0.3091721058055651,2.25
8758,37,Female,Single,Bachelor,Operations,Operations Manager,10.6,0.7,0,8279,2,2,2,4,3,No,2.3,0,4,1,1.280347868100012,2.5
8759,46,Male,Divorced,Bachelor,HR,HR Manager,4.5,1.4,1,5508,4,1,2,1,3,No,17.5,0,2,1,0.8169934640522876,2.0
8760,39,Female,Divorced,Bachelor,Operations,Supply Chain Analyst,6.6,6.4,1,6210,3,4,1,1,2,Yes,4.2,1,6,1,1.0628019323671498,2.25
8761,55,Male,Married,Master,Operations,Operations Manager,5.6,1.2,2,7349,3,1,4,4,2,No,6.5,1,5,0,0.7620084365219757,3.0
8762,40,Female,Married,Master,Sales,Sales Manager,7.0,4.1,0,11026,3,2,1,3,4,No,3.4,1,0,1,0.6348630509704335,2.25
8763,57,Female,Single,Bachelor,Operations,Supply Chain Analyst,8.8,6.1,1,7621,3,3,2,4,3,No,2.6,0,3,0,1.1547041070725628,3.0
8764,34,Male,Single,Bachelor,HR,HR Manager,0.7,0.7,0,6109,3,1,3,4,3,No,21.5,1,5,1,0.11458503846783434,2.75
8765,30,Female,Single,High School,Finance,Accountant,3.2,3.2,3,6974,2,2,2,3,4,Yes,4.1,2,1,1,0.4588471465443074,2.25
8766,59,Male,Divorced,Bachelor,Operations,Supply Chain Analyst,3.2,3.2,3,7260,4,3,2,3,3,Yes,2.4,1,5,0,0.44077134986225897,3.0
8767,51,Female,Married,High School,IT,DevOps Engineer,23.5,0.8,0,12216,1,1,2,2,3,No,1.7,0,2,1,1.923706614276359,1.5
8768,43,Male,Divorced,Bachelor,Operations,Supply Chain Analyst,3.1,1.2,0,6338,1,3,3,2,3,No,6.0,0,4,1,0.4891132849479331,2.25
8769,50,Male,Divorced,Bachelor,HR,HR Manager,5.0,0.4,3,6389,1,3,4,3,3,No,22.4,1,2,1,0.7825950853028643,2.75
8770,46,Female,Married,Bachelor,IT,Software Engineer,3.8,2.6,0,7613,4,3,3,4,2,Yes,15.3,0,6,0,0.49914619729410215,3.5
8771,55,Male,Divorced,Bachelor,IT,DevOps Engineer,4.8,0.8,1,9363,3,2,2,1,3,Yes,11.8,1,3,1,0.5126561999359179,2.0
8772,51,Male,Married,High School,Operations,Logistics Coordinator,5.0,4.3,4,4907,3,2,2,3,2,No,5.3,1,4,1,1.0189525168127165,2.5
8773,55,Male,Married,Bachelor,Operations,Logistics Coordinator,5.6,1.8,1,7222,2,2,3,1,4,Yes,18.3,2,4,1,0.7754084741068955,2.0
8774,49,Female,Single,High School,Sales,Sales Executive,9.8,4.8,1,5752,4,3,4,3,3,No,7.2,2,6,0,1.7037552155771907,3.5
8775,48,Male,Single,Bachelor,Sales,Account Manager,4.6,4.2,2,7910,2,2,2,4,3,No,3.5,1,3,1,0.5815423514538558,2.5
8776,38,Female,Married,High School,Sales,Sales Executive,12.4,5.9,0,5907,1,3,4,3,2,Yes,8.0,1,5,1,2.099204333841205,2.75
8777,57,Male,Married,Master,HR,HR Business Partner,11.0,1.1,4,8774,2,4,1,1,2,No,8.5,0,2,0,1.253704125826305,2.0
8778,34,Male,Divorced,Bachelor,Finance,Finance Manager,4.1,4.1,0,9682,1,3,4,2,4,No,6.9,1,0,1,0.4234662259863664,2.5
8779,31,Male,Married,High School,Finance,Accountant,2.8,1.7,2,7217,3,3,2,3,4,No,15.5,1,3,0,0.3879728419010669,2.75
8780,42,Male,Single,Bachelor,IT,Data Scientist,16.6,4.0,0,13096,3,3,1,4,3,No,2.9,2,6,0,1.2675626145387906,2.75
8781,44,Female,Single,Bachelor,IT,Software Engineer,9.9,3.5,3,10647,1,4,4,1,2,Yes,18.2,2,2,0,0.9298393913778529,2.5
8782,37,Male,Single,Bachelor,HR,HR Business Partner,10.7,3.5,2,7963,1,3,1,4,3,Yes,11.8,1,3,0,1.3437146803968352,2.25
8783,57,Male,Single,Bachelor,Operations,Supply Chain Analyst,3.0,3.0,1,6139,1,1,4,3,2,Yes,29.4,2,2,1,0.48867893793777484,2.25
8784,25,Female,Married,High School,Sales,Sales Manager,2.3,2.3,1,5221,3,2,2,2,4,No,14.0,1,0,1,0.44052863436123346,2.25
8785,31,Male,Divorced,Bachelor,Operations,Operations Manager,7.5,3.7,2,8902,3,2,3,2,4,No,17.4,1,0,1,0.8425073017299484,2.5
8786,24,Female,Married,Bachelor,Sales,Sales Executive,2.0,2.0,2,6315,1,1,2,3,3,No,7.3,2,3,1,0.3167062549485352,1.75
8787,50,Male,Single,Master,Finance,Accountant,2.3,2.3,0,10926,4,2,4,1,3,No,3.5,1,5,1,0.21050704740984805,2.75
8788,55,Female,Married,High School,HR,HR Business Partner,2.0,2.0,1,4780,2,3,3,3,3,No,28.3,1,6,1,0.41841004184100417,2.75
8789,26,Female,Single,Master,Operations,Operations Manager,2.1,1.0,2,8350,1,4,3,2,4,Yes,8.4,2,2,1,0.251497005988024,2.5
8790,41,Male,Married,Bachelor,IT,Software Engineer,5.5,5.5,0,9118,1,2,1,3,2,Yes,6.0,0,2,1,0.6032024566790962,1.75
8791,50,Male,Single,Master,Finance,Finance Manager,8.4,5.6,3,11818,4,2,2,1,3,No,11.8,2,3,1,0.7107801658487054,2.25
8792,55,Male,Married,PhD,Finance,Finance Manager,4.0,1.7,0,14197,3,3,3,1,3,No,29.9,1,0,1,0.2817496654222723,2.5
8793,31,Female,Single,Bachelor,Operations,Logistics Coordinator,5.0,0.6,0,7379,4,4,2,3,3,No,20.3,0,1,0,0.6775985905949315,3.25
8794,57,Male,Married,Bachelor,Operations,Operations Manager,2.5,1.2,2,5561,4,4,2,2,2,Yes,10.5,1,4,1,0.4495594317568783,3.0
8795,22,Male,Single,Master,HR,Recruiter,0.0,0.0,0,5456,2,4,2,3,1,No,7.0,1,2,1,0.0,2.75
8796,38,Female,Married,Master,IT,DevOps Engineer,3.4,3.4,1,11372,4,1,2,1,3,No,2.0,2,4,0,0.2989799507562434,2.0
8797,33,Male,Married,Master,IT,Product Manager,11.0,1.8,4,14169,4,3,4,4,3,No,5.2,4,1,0,0.7763427200225845,3.75
8798,34,Male,Married,Bachelor,Operations,Supply Chain Analyst,2.3,2.3,2,5749,2,2,4,1,2,No,10.6,2,6,1,0.4000695773177944,2.25
8799,35,Male,Married,Master,Operations,Logistics Coordinator,4.2,2.3,1,8196,4,3,2,1,3,No,15.2,0,3,1,0.5124450951683749,2.5
8800,28,Male,Married,High School,IT,DevOps Engineer,6.0,1.7,0,7914,2,3,4,1,3,No,18.6,1,4,0,0.7581501137225171,2.5
8801,47,Male,Married,Bachelor,Finance,Financial Analyst,10.1,3.9,2,10126,2,4,1,3,3,No,23.9,2,0,1,0.9974323523602607,2.5
8802,53,Male,Married,PhD,Operations,Operations Manager,2.7,2.7,0,10556,2,4,1,4,4,Yes,3.8,1,3,1,0.25577870405456615,2.75
8803,23,Female,Married,Bachelor,Finance,Accountant,1.0,1.0,1,8121,2,1,1,2,3,Yes,1.3,0,0,1,0.12313754463735993,1.5
8804,37,Male,Married,Bachelor,IT,Product Manager,4.1,2.4,3,9724,1,4,4,1,4,No,33.2,0,6,1,0.4216371863430686,2.5
8805,40,Male,Married,Master,Operations,Supply Chain Analyst,11.8,3.3,1,10299,4,1,1,1,4,Yes,6.8,3,4,0,1.145742305078163,1.75
8806,59,Female,Divorced,Bachelor,Sales,Sales Manager,10.3,3.5,0,8919,4,2,3,2,3,Yes,8.0,3,3,0,1.1548379863213365,2.75
8807,37,Male,Divorced,Master,Sales,Account Manager,6.8,5.1,0,11296,1,3,3,4,4,Yes,6.2,1,1,1,0.6019830028328612,2.75
8808,47,Male,Single,High School,Sales,Sales Executive,3.1,2.7,1,6156,4,2,2,4,4,Yes,12.3,2,0,0,0.5035737491877843,3.0
8809,59,Male,Single,Bachelor,Finance,Accountant,2.2,1.8,1,7372,4,1,4,2,2,No,17.2,2,2,1,0.29842647856755294,2.75
8810,51,Female,Divorced,Bachelor,HR,Recruiter,3.2,3.2,1,6240,4,4,4,1,3,No,18.2,2,5,0,0.5128205128205129,3.25
